,ilkid,first_name,last_name,position_x,firstseason,lastseason,h_feet,h_inches,weight_x,college,birthdate_x,birth_year,person_id,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate_y,school,country,last_affiliation,height,weight_y,season_exp,jersey,position_y,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
1333,KITEGR01,greg,kite,C,1983,1994,6.0,11.0,250.0,Brigham Young,1961-08-05 00:00:00,1961,1123,Greg Kite,"Kite, Greg",G. Kite,greg-kite,1961-08-05 00:00:00,Brigham Young,USA,Brigham Young/USA,6-11,250.0,12.0,54,Center,Inactive,N,1610612753,Magic,ORL,magic,Orlando,greg_kite,1983.0,1994.0,N,Y,Y,1983,1,21,N
1334,KITTLKE01,kerry,kittles,G,1996,2004,6.0,5.0,179.0,Villanova,1974-06-12 00:00:00,1974,954,Kerry Kittles,"Kittles, Kerry",K. Kittles,kerry-kittles,1974-06-12 00:00:00,Villanova,USA,Villanova/USA,6-5,185.0,9.0,,Guard,Inactive,N,0,,,,,kerry_kittles,1996.0,2004.0,N,Y,Y,1996,1,8,N
1335,KLEINJO01,joe,kleine,C,1985,1999,6.0,11.0,255.0,Arkansas,1962-01-04 00:00:00,1962,170,Joe Kleine,"Kleine, Joe",J. Kleine,joe-kleine,1962-01-04 00:00:00,Arkansas,USA,Arkansas/USA,6-11,255.0,15.0,,Center,Inactive,N,0,,,,,joe_kleine,1985.0,1999.0,N,Y,Y,1985,1,6,N
1336,KLIERLE01,leo,klier,G,1948,1949,6.0,2.0,170.0,Notre Dame,1923-05-21 00:00:00,1923,77283,Leo Klier,"Klier, Leo",L. Klier,leo-klier,1923-05-21 00:00:00,Notre Dame,USA,Notre Dame/USA,6-2,170.0,2.0,7,Guard,Inactive,N,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_crystal_klier,1948.0,1949.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1337,KLOTZHE01,herm,klotz,G,1947,1947,5.0,7.0,150.0,Villanova,1921-10-21 00:00:00,1921,77284,Herm Klotz,"Klotz, Herm",H. Klotz,herm-klotz,1921-10-21 00:00:00,Villanova,USA,Villanova/USA,5-7,150.0,1.0,,Guard,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_red_klotz,1947.0,1947.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1338,KLUEHDU01,duane,klueh,G,1949,1950,6.0,3.0,175.0,Indiana State,1926-01-06 00:00:00,1926,77285,Duane Klueh,"Klueh, Duane",D. Klueh,duane-klueh,1926-01-06 00:00:00,Indiana State,USA,Indiana State/USA,6-3,175.0,2.0,6,Guard,Inactive,N,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_duane_klueh,1949.0,1950.0,N,Y,Y,1949,8,,N
1339,KNIGHNE01,negele,knight,G,1990,1998,6.0,1.0,175.0,Dayton,1967-03-06 00:00:00,1967,1861,Negele Knight,"Knight, Negele",N. Knight,negele-knight,1967-03-03 00:00:00,Dayton,USA,Dayton/USA,6-1,175.0,6.0,,Guard,Inactive,N,0,,,,,negele_knight,1990.0,1998.0,N,Y,Y,1990,2,31,N
1340,KNIGHTO01,toby,knight,F,1977,1981,6.0,9.0,210.0,Notre Dame,1955-05-03 00:00:00,1955,77289,Toby Knight,"Knight, Toby",T. Knight,toby-knight,1955-05-03 00:00:00,Notre Dame,USA,Notre Dame/USA,6-9,210.0,4.0,43,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_toby_knight,1977.0,1981.0,N,Y,Y,1977,2,32,N
1341,KNIGHTR01,travis,knight,C,1996,2002,7.0,0.0,235.0,Connecticut,1974-09-13 00:00:00,1974,969,Travis Knight,"Knight, Travis",T. Knight,travis-knight,1974-09-13 00:00:00,Connecticut,USA,Connecticut/USA,7-0,235.0,8.0,44,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,travis_knight,1996.0,2002.0,N,Y,Y,1996,1,29,N
1342,KNIGHBR02,brandin,knight,G,2004,2004,6.0,0.0,180.0,Pittsburgh,1981-12-16 00:00:00,1981,2688,Brandin Knight,"Knight, Brandin",B. Knight,brandin-knight,1981-12-16 00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-0,180.0,1.0,,Guard,Inactive,N,0,,,,,brandin_knight,2004.0,2004.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1343,KNORELE01,lee,knorek,C,1946,1949,6.0,7.0,215.0,Detroit,1921-07-15 00:00:00,1921,77291,Lee Knorek,"Knorek, Lee",L. Knorek,lee-knorek,1921-07-15 00:00:00,Detroit,USA,Detroit/USA,6-7,215.0,4.0,,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_lee_knorek,1946.0,1949.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1344,KNOSTDI01,dick,knostman,C,1953,1953,6.0,6.0,215.0,Kansas State,1931-08-09 00:00:00,1931,77292,Dick Knostman,"Knostman, Dick",D. Knostman,dick-knostman,1931-08-09 00:00:00,Kansas State,USA,Kansas State/USA,6-6,215.0,1.0,10,Center,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_dick_knostman,1953.0,1953.0,N,Y,Y,1953,,,N
1345,KNOWLRO01,rod,knowles,C,1968,1968,6.0,9.0,215.0,Davidson,1946-02-27 00:00:00,1946,77293,Rod Knowles,"Knowles, Rod",R. Knowles,rod-knowles,1946-02-27 00:00:00,Davidson,USA,Davidson/USA,6-9,215.0,1.0,23,Center,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_rod_knowles,1968.0,1968.0,N,Y,Y,1968,6,77,N
1346,KOFOEBA01,bart,kofoed,F,1987,1992,6.0,4.0,210.0,Kearney State,1964-03-24 00:00:00,1964,77294,Bart Kofoed,"Kofoed, Bart",B. Kofoed,bart-kofoed,1964-03-24 00:00:00,Nebraska-Kearney,USA,Nebraska-Kearney/USA,6-4,210.0,5.0,12,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,HISTADD_bart_kofoed,1987.0,1992.0,N,Y,Y,1987,5,107,N
1347,KOJISDO01,don,kojis,F,1963,1974,6.0,3.0,202.0,Marquette,1939-07-15 00:00:00,1939,77295,Don Kojis,"Kojis, Don",D. Kojis,don-kojis,1939-07-15 00:00:00,Marquette,USA,Marquette/USA,6-3,202.0,12.0,21,Forward,Inactive,N,1610612745,Rockets,SDR,rockets,San Diego,HISTADD_don_kojis,1963.0,1974.0,N,Y,Y,1961,2,21,N
1348,KOMENMI01,milo,komenich,C,1949,1949,6.0,7.0,212.0,Wyoming,1920-06-22 00:00:00,1920,77296,Milo Komenich,"Komenich, Milo",M. Komenich,milo-komenich,1920-06-22 00:00:00,Wyoming,USA,Wyoming/USA,6-7,212.0,1.0,,Center,Inactive,N,1610610023,Packers,AND,packers,Anderson,HISTADD_milo_komenich,1949.0,1949.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1349,KONCAJO01,jon,koncak,C,1985,1995,7.0,0.0,250.0,SMU,1963-05-17 00:00:00,1963,402,Jon Koncak,"Koncak, Jon",J. Koncak,jon-koncak,1963-05-17 00:00:00,Southern Methodist,USA,Southern Methodist/USA,7-0,250.0,11.0,45,Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,jon_koncak,1985.0,1995.0,N,Y,Y,1985,1,5,N
1350,KOPERBU01,bud,koper,G,1964,1964,6.0,6.0,210.0,Oklahoma City,1942-08-09 00:00:00,1942,77299,Bud Koper,"Koper, Bud",B. Koper,bud-koper,1942-08-09 00:00:00,Oklahoma City,USA,Oklahoma City/USA,6-6,210.0,1.0,15,Guard,Inactive,N,1610612744,Warriors,SFW,warriors,San Francisco,HISTADD_bud_koper,1964.0,1964.0,N,Y,Y,1964,2,14,N
1351,KOPICJO01,joe,kopicki,F,1982,1984,6.0,9.0,240.0,Detroit,1960-06-12 00:00:00,1960,77300,Joe Kopicki,"Kopicki, Joe",J. Kopicki,joe-kopicki,1960-06-12 00:00:00,Detroit,USA,Detroit/USA,6-9,240.0,3.0,50,Forward,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_joe_kopicki,1982.0,1984.0,N,Y,Y,1982,3,56,N
1352,KORNEFR01,frank,kornet,F,1989,1990,6.0,9.0,225.0,Vanderbilt,1967-01-27 00:00:00,1967,77301,Frank Kornet,"Kornet, Frank",F. Kornet,frank-kornet,1967-01-27 00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-9,225.0,2.0,8,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_frank_kornet,1989.0,1990.0,N,Y,Y,1989,2,30,N
1353,KOSMALE01,len,kosmalski,C,1974,1975,6.0,11.5,245.0,Tennessee,1951-11-29 00:00:00,1951,77302,Len Kosmalski,"Kosmalski, Len",L. Kosmalski,len-kosmalski,1951-11-29 00:00:00,Tennessee,USA,Tennessee/USA,6-11,245.0,2.0,55,Center,Inactive,N,1610612758,Kings,KCK,kings,Kansas City,HISTADD_len_kosmalski,1974.0,1975.0,N,Y,Y,1974,2,24,N
1354,KOZELTO01,tom,kozelko,F,1973,1975,6.0,8.0,220.0,Toledo,1951-07-01 00:00:00,1951,77305,Tom Kozelko,"Kozelko, Tom",T. Kozelko,tom-kozelko,1951-07-01 00:00:00,Toledo,USA,Toledo/USA,6-8,220.0,3.0,22,Forward,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_tom_kozelko,1973.0,1975.0,N,Y,Y,1973,3,48,N
1355,KRAMEAR01,arvid,kramer,C,1979,1979,6.0,9.0,220.0,Augustana (SD),1956-10-02 00:00:00,1956,77306,Arvid Kramer,"Kramer, Arvid",A. Kramer,arvid-kramer,1956-10-02 00:00:00,Augustana (SD),USA,Augustana (SD)/USA,6-9,220.0,1.0,41,Center,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_arvid_kramer,1979.0,1979.0,N,Y,Y,1979,3,45,N
1356,KRAMEBA01,barry,kramer,F,1964,1969,6.0,4.0,200.0,NYU,1942-11-10 00:00:00,1942,77307,Barry Kramer,"Kramer, Barry",B. Kramer,barry-kramer,1942-11-10 00:00:00,New York University,USA,New York University/USA,6-4,200.0,1.0,21,Forward,Inactive,N,1610612744,Warriors,SFW,warriors,San Francisco,HISTADD_barry_kramer,1964.0,1964.0,N,Y,Y,1964,1,6,N
1357,KRAMEJO01,joel,kramer,F,1978,1982,6.0,7.0,203.0,San Diego State,1955-11-30 00:00:00,1955,77308,Joel Kramer,"Kramer, Joel",J. Kramer,joel-kramer,1955-11-30 00:00:00,San Diego State,USA,San Diego State/USA,6-7,203.0,5.0,50,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_joel_kramer,1978.0,1982.0,N,Y,Y,1978,3,63,N
1358,KRAUSDA01,dan,kraus,G,1948,1948,6.0,0.0,195.0,Georgetown,1923-02-13 00:00:00,1923,77309,Dan Kraus,"Kraus, Dan",D. Kraus,dan-kraus,1923-02-13 00:00:00,Georgetown,USA,Georgetown/USA,6-0,195.0,1.0,,Guard,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_dan_kraus,1948.0,1948.0,N,Y,Y,1948,,,N
1359,KRAUTHE01,herb,krautblatt,G,1948,1948,6.0,1.0,190.0,Rider,1926-11-19 00:00:00,1926,77310,Herb Krautblatt,"Krautblatt, Herb",H. Krautblatt,herb-krautblatt,1926-11-19 00:00:00,Rider,USA,Rider/USA,6-1,190.0,1.0,,Guard,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_herb_krautblatt,1948.0,1948.0,N,Y,Y,1948,,,N
1360,KREBSJI01,jim,krebs,C,1957,1963,6.0,8.0,230.0,SMU,1935-09-08 00:00:00,1935,77311,Jim Krebs,"Krebs, Jim",J. Krebs,jim-krebs,1935-09-08 00:00:00,Southern Methodist,USA,Southern Methodist/USA,6-8,230.0,7.0,32,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_red_krebs,1957.0,1963.0,N,Y,Y,1957,1,3,N
1361,KREKLWA01,wayne,kreklow,G,1980,1980,6.0,4.0,175.0,Drake,1957-01-04 00:00:00,1957,77312,Wayne Kreklow,"Kreklow, Wayne",W. Kreklow,wayne-kreklow,1957-01-04 00:00:00,Drake,USA,Drake/USA,6-4,175.0,1.0,20,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_wayne_kreklow,1980.0,1980.0,N,Y,Y,1979,3,53,N
1362,KRONTO01,tom,kron,G,1966,1969,6.0,5.0,200.0,Kentucky,1943-02-28 00:00:00,1943,77313,Tom Kron,"Kron, Tom",T. Kron,tom-kron,1943-02-28 00:00:00,Kentucky,USA,Kentucky/USA,6-5,200.0,3.0,11,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_tommy_kron,1966.0,1968.0,N,Y,Y,1966,3,24,N
1363,KRSTINE01,nenad,krstic,C,2004,2004,6.0,11.0,240.0,,1983-07-25 00:00:00,1983,2420,Nenad Krstic,"Krstic, Nenad",N. Krstic,nenad-krstic,1983-07-25 00:00:00,Partizan,Serbia,Partizan/Serbia,7-0,240.0,8.0,4,Center,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,nenad_krstic,2004.0,2010.0,N,Y,Y,2002,1,24,N
1364,KRYSTLA01,larry,krystkowiak,F,1986,1996,6.0,9.0,220.0,Montana,1964-09-23 00:00:00,1964,1474,Larry Krystkowiak,"Krystkowiak, Larry",L. Krystkowiak,larry-krystkowiak,1964-09-23 00:00:00,Montana,USA,Montana/USA,6-9,220.0,9.0,,Forward,Inactive,N,0,,,,,larry_krystkowiak,1986.0,1996.0,N,Y,Y,1986,2,28,N
1365,KUBERST01,steve,kuberski,F,1969,1977,6.0,8.0,215.0,Bradley,1947-11-06 00:00:00,1947,77316,Steve Kuberski,"Kuberski, Steve",S. Kuberski,steve-kuberski,1947-11-06 00:00:00,Bradley,USA,Bradley/USA,6-8,215.0,9.0,33,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_steve_kuberski,1969.0,1977.0,N,Y,Y,1969,4,52,N
1366,KUDELFR01,frank,kudelka,G,1949,1952,6.0,2.0,193.0,St. Mary's (CA),1925-06-25 00:00:00,1925,77319,Frank Kudelka,"Kudelka, Frank",F. Kudelka,frank-kudelka,1925-06-25 00:00:00,St. Mary's (CA),USA,St. Mary's (CA)/USA,6-2,193.0,4.0,14,Guard,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_apples_kudelka,1949.0,1952.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1367,KUESTJO01,john,kuester,G,1977,1979,6.0,2.0,180.0,North Carolina   ,1955-02-06 00:00:00,1955,77320,John Kuester,"Kuester, John",J. Kuester,john-kuester,1955-02-06 00:00:00,North Carolina,USA,North Carolina/USA,6-2,180.0,3.0,5,Guard,Inactive,N,1610612758,Kings,KCK,kings,Kansas City,HISTADD_dupp_john_kuester,1977.0,1979.0,N,Y,Y,1977,3,53,N
1368,KUKARA01,ray,kuka,F,1947,1948,6.0,3.0,200.0,Notre Dame,1922-02-17 00:00:00,1922,77322,Ray Kuka,"Kuka, Ray",R. Kuka,ray-kuka,1922-02-17 00:00:00,Notre Dame,USA,Notre Dame/USA,6-3,200.0,2.0,12,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_ray_kuka,1947.0,1948.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1369,KUKOCTO01,toni,kukoc,F,1993,2004,6.0,10.0,192.0,none,1968-09-18 00:00:00,1968,389,Toni Kukoc,"Kukoc, Toni",T. Kukoc,toni-kukoc,1968-09-18 00:00:00,Benetton Treviso,Croatia,Benetton Treviso/Croatia,6-11,235.0,13.0,7,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,toni_kukoc,1993.0,2005.0,N,Y,Y,1990,2,29,N
1370,KUNNEKE01,kevin,kunnert,C,1973,1981,7.0,0.0,230.0,Iowa,1951-11-11 00:00:00,1951,77323,Kevin Kunnert,"Kunnert, Kevin",K. Kunnert,kevin-kunnert,1951-11-11 00:00:00,Iowa,USA,Iowa/USA,7-0,230.0,9.0,44,Center,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_kevin_kunnert,1973.0,1981.0,N,Y,Y,1973,1,12,N
1371,KUPCHMI01,mitch,kupchak,F,1976,1985,6.0,9.0,230.0,North,1954-05-24 00:00:00,1954,77324,Mitch Kupchak,"Kupchak, Mitch",M. Kupchak,mitch-kupchak,1954-05-24 00:00:00,North Carolina,USA,North Carolina/USA,6-9,230.0,9.0,25,Forward,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_mitch_kupchak,1976.0,1985.0,N,Y,Y,1976,1,13,N
1372,KUPECCH01,charles,kupec,C,1975,1977,6.0,6.0,220.0,Michigan,1953-01-16 00:00:00,1953,77325,Charles Kupec,"Kupec, Charles",C. Kupec,charles-kupec,1953-01-16 00:00:00,Michigan,USA,Michigan/USA,6-6,220.0,3.0,25,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_cj_kupec,1975.0,1977.0,N,Y,Y,1975,4,56,N
1373,KUTLUIB01,ibrahim,kutluay,F,2004,2004,6.0,6.0,200.0,,1974-07-01 00:00:00,1974,2825,Ibrahim Kutluay,"Kutluay, Ibrahim",I. Kutluay,ibrahim-kutluay,1974-01-07 00:00:00,Ulkerspor,Turkey,Ulkerspor/Turkey,6-6,200.0,1.0,,Guard,Inactive,N,0,,,,,ibrahim_kutluay,2004.0,2004.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1374,LAETTCH01,christian,laettner,F,1992,2004,6.0,11.0,235.0,Duke,1969-08-17 00:00:00,1969,363,Christian Laettner,"Laettner, Christian",C. Laettner,christian-laettner,1969-08-17 00:00:00,Duke,USA,Duke/USA,6-11,245.0,14.0,44,Forward-Center,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,christian_laettner,1992.0,2004.0,N,Y,Y,1992,1,3,N
1375,LAFRERA01,raef,lafrentz,C,1998,2004,6.0,11.0,240.0,Kansas,1976-05-29 00:00:00,1976,1711,Raef LaFrentz,"LaFrentz, Raef",R. LaFrentz,raef-lafrentz,1976-05-29 00:00:00,Kansas,USA,Kansas/USA,6-11,240.0,11.0,9,Center-Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,raef_lafrentz,1998.0,2008.0,N,Y,Y,1998,1,3,N
1376,LAGARTO01,tom,lagarde,C,1977,1984,6.0,10.0,220.0,North Carolina   ,1955-02-10 00:00:00,1955,77328,Tom LaGarde,"LaGarde, Tom",T. LaGarde,tom-lagarde,1955-02-10 00:00:00,North Carolina,USA,North Carolina/USA,6-10,220.0,6.0,34,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_tom_lagarde,1977.0,1984.0,N,Y,Y,1977,1,9,N
1377,LALICPE01,pete,lalich,F,1946,1946,6.0,2.0,190.0,Ohio University,1920-06-23 00:00:00,1920,77329,Pete Lalich,"Lalich, Pete",P. Lalich,pete-lalich,1920-06-23 00:00:00,Ohio,USA,Ohio/USA,6-2,190.0,1.0,,Forward,Inactive,N,1610610026,Rebels,CLR,rebels,Cleveland,HISTADD_pete_lalich,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1378,LAMBEJO01,john,lambert,C,1975,1981,6.0,10.0,225.0,USC,1953-01-14 00:00:00,1953,77331,John Lambert,"Lambert, John",J. Lambert,john-lambert,1953-01-14 00:00:00,Southern California,USA,Southern California/USA,6-10,225.0,7.0,24,Center,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_john_lambert,1975.0,1981.0,N,Y,Y,1975,1,15,N
1379,LAMPJE01,jeff,lamp,G,1981,1988,6.0,6.0,195.0,Virginia,1959-03-09 00:00:00,1959,77332,Jeff Lamp,"Lamp, Jeff",J. Lamp,jeff-lamp,1959-03-09 00:00:00,Virginia,USA,Virginia/USA,6-6,195.0,6.0,3,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_jeff_lamp,1981.0,1988.0,N,Y,Y,1981,1,15,N
1380,LAMPEMA01,maciej,lampe,F,2003,2004,6.0,11.0,240.0,,1985-02-05 00:00:00,1985,2573,Maciej Lampe,"Lampe, Maciej",M. Lampe,maciej-lampe,1985-02-05 00:00:00,Real Madrid,Poland,Real Madrid/Poland,6-11,275.0,3.0,15,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,maciej_lampe,2003.0,2005.0,N,Y,Y,2003,2,30,N
1381,LAMPLJI01,jim,lampley,F,1986,1986,6.0,10.0,230.0,Arkansas-Little Rock,1960-07-02 00:00:00,1960,77333,Jim Lampley,"Lampley, Jim",J. Lampley,jim-lampley,1960-07-02 00:00:00,Arkansas-Little Rock,USA,Arkansas-Little Rock/USA,6-10,230.0,1.0,11,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_jimmy_lampley,1986.0,1986.0,N,Y,Y,1983,5,102,N
1382,LAMPLSE01,sean,lampley,F,2002,2003,6.0,7.0,227.0,California,1979-09-03 00:00:00,1979,2253,Sean Lampley,"Lampley, Sean",S. Lampley,sean-lampley,1979-09-03 00:00:00,California,USA,California/USA,6-6,213.0,2.0,,Forward,Inactive,N,0,,,,,sean_lampley,2002.0,2003.0,N,Y,Y,2001,2,44,N
1383,LANDSMA01,mark,landsberger,F,1977,1983,6.0,8.0,215.0,Arizona State,1955-05-21 00:00:00,1955,77334,Mark Landsberger,"Landsberger, Mark",M. Landsberger,mark-landsberger,1955-05-21 00:00:00,Arizona State,USA,Arizona State/USA,6-8,215.0,7.0,54,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_mark_landsberger,1977.0,1983.0,N,Y,Y,1977,2,35,N
1384,LANGAN01,andrew,lang,C,1988,1999,6.0,11.0,245.0,Arkansas,1966-06-28 00:00:00,1966,457,Andrew Lang,"Lang, Andrew",A. Lang,andrew-lang,1966-06-28 00:00:00,Arkansas,USA,Arkansas/USA,6-11,275.0,12.0,28,Center,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,andrew_lang,1988.0,1999.0,N,Y,Y,1988,2,28,N
1385,LANGAN02,antonio,lang,F,1994,1999,6.0,8.0,205.0,Duke,1972-05-15 00:00:00,1972,226,Antonio Lang,"Lang, Antonio",A. Lang,antonio-lang,1972-05-15 00:00:00,Duke,USA,Duke/USA,6-8,205.0,6.0,,Forward,Inactive,N,0,,,,,antonio_lang,1994.0,1999.0,N,Y,Y,1994,2,29,N
1386,LANGDTR01,trajan,langdon,G,1999,2001,6.0,3.0,197.0,Duke,1976-05-13 00:00:00,1976,1892,Trajan Langdon,"Langdon, Trajan",T. Langdon,trajan-langdon,1976-05-13 00:00:00,Duke,USA,Duke/USA,,,4.0,,,Inactive,N,0,,,,,trajan_langdon,1999.0,2008.0,N,Y,Y,1999,1,11,N
1387,LANGHDA01,dan,langhi,F,2000,2003,6.0,11.0,220.0,Vanderbilt,1977-11-28 00:00:00,1977,2061,Dan Langhi,"Langhi, Dan",D. Langhi,dan-langhi,1977-11-28 00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-11,220.0,4.0,,Forward,Inactive,N,0,,,,,dan_langhi,2000.0,2003.0,N,Y,Y,2000,2,31,N
1388,LANTZST01,stu,lantz,G,1968,1975,6.0,3.0,175.0,Nebraska,1946-07-13 00:00:00,1946,77338,Stu Lantz,"Lantz, Stu",S. Lantz,stu-lantz,1946-07-13 00:00:00,Nebraska,USA,Nebraska/USA,6-3,175.0,8.0,23,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_stu_lantz,1968.0,1975.0,N,Y,Y,1968,3,23,N
1389,LARESYO01,york,larese,G,1961,1961,6.0,4.0,183.0,North Carolina   ,1938-07-18 00:00:00,1938,77339,York Larese,"Larese, York",Y. Larese,york-larese,1938-07-18 00:00:00,North Carolina,USA,North Carolina/USA,6-4,183.0,1.0,34,Guard,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_york_larese,1961.0,1961.0,N,Y,Y,1961,2,20,N
1390,LARUSRU01,rudy,larusso,F,1959,1968,6.0,7.0,220.0,Dartmouth,1937-11-11 00:00:00,1937,77340,Rudy LaRusso,"LaRusso, Rudy",R. LaRusso,rudy-larusso,1937-11-11 00:00:00,Dartmouth,USA,Dartmouth/USA,6-8,220.0,10.0,35,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_rudy_larusso,1959.0,1968.0,N,Y,Y,1959,2,10,N
1391,LASKOJO01,john,laskowski,G,1975,1976,6.0,6.0,185.0,Indiana,1953-06-07 00:00:00,1953,77341,John Laskowski,"Laskowski, John",J. Laskowski,john-laskowski,1953-06-07 00:00:00,Indiana,USA,Indiana/USA,6-6,185.0,2.0,31,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_john_laskowski,1975.0,1976.0,N,Y,Y,1975,2,32,N
1392,LAUDEPR01,priest,lauderdale,C,1996,1997,7.0,4.0,325.0,Central State (OH),1973-08-31 00:00:00,1973,968,Priest Lauderdale,"Lauderdale, Priest",P. Lauderdale,priest-lauderdale,1973-08-31 00:00:00,Peristeri,USA,Peristeri/USA,7-4,325.0,2.0,30,Center,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,priest_lauderdale,1996.0,1997.0,N,Y,Y,1996,1,28,N
1393,LAURERI01,rich,laurel,G,1977,1977,6.0,6.0,190.0,Hofstra,1954-07-11 00:00:00,1954,77344,Rich Laurel,"Laurel, Rich",R. Laurel,rich-laurel,1954-07-11 00:00:00,Hofstra,USA,Hofstra/USA,6-6,190.0,1.0,5-12,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_richard_laurel,1977.0,1977.0,N,Y,Y,1977,1,19,N
1394,LAUTEWA01,walt,lautenbach,F,1949,1949,6.0,2.0,185.0,Wisconsin,1922-11-17 00:00:00,1922,77345,Walt Lautenbach,"Lautenbach, Walt",W. Lautenbach,walt-lautenbach,1922-11-17 00:00:00,Wisconsin,USA,Wisconsin/USA,6-2,185.0,1.0,,Forward,Inactive,N,1610610033,Redskins,SHE,redskins,Sheboygan,HISTADD_walt_lautenbach,1949.0,1949.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1395,LAVELTO01,tony,lavelli,F,1949,1950,6.0,3.0,185.0,Yale,1926-07-11 00:00:00,1926,77346,Tony Lavelli,"Lavelli, Tony",T. Lavelli,tony-lavelli,1926-07-11 00:00:00,Yale,USA,Yale/USA,6-3,185.0,2.0,6-16,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_tony_lavelli,1949.0,1950.0,N,Y,Y,1949,1,4,N
1396,LAVOYBO01,bob,lavoy,F,1950,1953,6.0,7.0,185.0,Western Kentucky,1926-06-29 00:00:00,1926,77347,Bob Lavoy,"Lavoy, Bob",B. Lavoy,bob-lavoy,1926-06-29 00:00:00,Western Kentucky,USA,Western Kentucky/USA,6-7,185.0,4.0,16,Forward,Inactive,N,1610610030,Olympians,INO,olympians,Indianapolis,HISTADD_bob_lavoy,1950.0,1953.0,N,Y,Y,1950,1,8,N
